| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''WRIR [%]''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:ciphers_skein256 <-] skein256 [wiki:platformsciphers_artila_m501_skein256 ->] || [wiki:platformsimplementations_artila_m501_skein256_sphlib-small sphlib-small] || 231142 || 28868 || 3621 || 796 || 205 || 165 || 144 || 122 || 15.7 || 38100 || 924 || [wiki:compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:ciphers_skein512 <-] skein512 [wiki:platformsciphers_artila_m501_skein512 ->] || [wiki:platformsimplementations_artila_m501_skein512_sphlib-small sphlib-small] || 266738 || 29306 || 3689 || 464 || 207 || 182 || 169 || 157 || 1.6 || 35176 || 688 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:ciphers_luffa384 <-] luffa384 [wiki:platformsciphers_artila_m501_luffa384 ->] || [wiki:platformsimplementations_artila_m501_luffa384_arm arm] || 272554 || 24030 || 3001 || 542 || 209 || 185 || 173 || 162 || 2.0 || 11980 || 1100 || [wiki:compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:ciphers_echosp256 <-] echosp256 [wiki:platformsciphers_artila_m501_echosp256 ->] || [wiki:platformsimplementations_artila_m501_echosp256_generic_opt32 generic_opt32] || 282893 || 68108 || 8743 || 1094 || 282 || 209 || 205 || 201 || 16.5 || 23350 || 4856 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_16 Run 16]
|[wiki:ciphers_luffa512 <-] luffa512 [wiki:platformsciphers_artila_m501_luffa512 ->] || [wiki:platformsimplementations_artila_m501_luffa512_sphlib sphlib] || 288270 || 29317 || 3670 || 755 || 237 || 200 || 188 || 176 || 3.7 || 28268 || 544 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:ciphers_echo256 <-] echo256 [wiki:platformsciphers_artila_m501_echo256 ->] || [wiki:platformsimplementations_artila_m501_echo256_sphlib sphlib] || 331796 || 63686 || 7996 || 1008 || 258 || 227 || 211 || 196 || 8.2 || 33820 || 1028 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_15 Run 15]
|[wiki:ciphers_fugue512 <-] fugue512 [wiki:platformsciphers_artila_m501_fugue512 ->] || [wiki:platformsimplementations_artila_m501_fugue512_sphlib sphlib] || 374400 || 63731 || 8920 || 1290 || 334 || 267 || 233 || 198 || 1.0 || 47550 || 1364 || [wiki:compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:runs_14 Run 14]
|[wiki:ciphers_simd256 <-] simd256 [wiki:platformsciphers_artila_m501_simd256 ->] || [wiki:platformsimplementations_artila_m501_simd256_sphlib-small sphlib-small] || 398003 || 31534 || 5908 || 743 || 301 || 270 || 254 || 238 || 6.4 || 32548 || 1440 || [wiki:compilernames arm-artila-gcc -O2] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:ciphers_groestl256 <-] groestl256 [wiki:platformsciphers_artila_m501_groestl256 ->] || [wiki:platformsimplementations_artila_m501_groestl256_sphlib-small sphlib-small] || 410423 || 53111 || 6719 || 1075 || 337 || 285 || 259 || 234 || 2.6 || 26100 || 1732 || [wiki:compilernames arm-artila-gcc -O2] || 3.3.2 || [wiki:runs_16 Run 16]
|[wiki:ciphers_hamsi <-] hamsi [wiki:platformsciphers_artila_m501_hamsi ->] || [wiki:platformsimplementations_artila_m501_hamsi_sphlib sphlib] || 412898 || 18709 || 2730 || 574 || 304 || 291 || 264 || 237 || 4.8 || 221992 || 212 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:ciphers_echosp512 <-] echosp512 [wiki:platformsciphers_artila_m501_echosp512 ->] || [wiki:platformsimplementations_artila_m501_echosp512_generic_opt32 generic_opt32] || 421268 || 76646 || 9762 || 1229 || 329 || 288 || 264 || 240 || 6.3 || 23350 || 4888 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_16 Run 16]
|[wiki:ciphers_jh224 <-] jh224 [wiki:platformsciphers_artila_m501_jh224 ->] || [wiki:platformsimplementations_artila_m501_jh224_bitslice_opt32 bitslice_opt32] || 542565 || 31646 || 6920 || 828 || 394 || 364 || 354 || 345 || 21.5 || 6684 || 324 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_15 Run 15]
|[wiki:ciphers_jh256 <-] jh256 [wiki:platformsciphers_artila_m501_jh256 ->] || [wiki:platformsimplementations_artila_m501_jh256_bitslice_opt32 bitslice_opt32] || 542565 || 31354 || 6583 || 825 || 394 || 363 || 348 || 333 || 0.7 || 6684 || 328 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:ciphers_jh512 <-] jh512 [wiki:platformsciphers_artila_m501_jh512 ->] || [wiki:platformsimplementations_artila_m501_jh512_bitslice_opt32 bitslice_opt32] || 542621 || 31320 || 6622 || 826 || 394 || 364 || 348 || 333 || 3.5 || 6684 || 360 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:ciphers_jh384 <-] jh384 [wiki:platformsciphers_artila_m501_jh384 ->] || [wiki:platformsimplementations_artila_m501_jh384_bitslice_opt32 bitslice_opt32] || 542666 || 31343 || 6595 || 823 || 394 || 364 || 348 || 333 || 1.0 || 6684 || 344 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:ciphers_echo512 <-] echo512 [wiki:platformsciphers_artila_m501_echo512 ->] || [wiki:platformsimplementations_artila_m501_echo512_sphlib sphlib] || 568361 || 72439 || 9096 || 1145 || 466 || 394 || 375 || 355 || 5.6 || 33820 || 1116 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_16 Run 16]
|[wiki:ciphers_simd512 <-] simd512 [wiki:platformsciphers_artila_m501_simd512 ->] || [wiki:platformsimplementations_artila_m501_simd512_opt opt] || 574751 || 64170 || 13303 || 1665 || 457 || 395 || 364 || 333 || 2.7 || 21174 || 1804 || [wiki:compilernames arm-artila-gcc -O2] || 3.3.2 || [wiki:runs_16 Run 16]
|[wiki:ciphers_keccak512 <-] keccak512 [wiki:platformsciphers_artila_m501_keccak512 ->] || [wiki:platformsimplementations_artila_m501_keccak512_sphlib-small sphlib-small] || 922635 || 64811 || 8128 || 1011 || 686 || 640 || 606 || 571 || 4.8 || 17300 || 1700 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_16 Run 16]
|[wiki:ciphers_groestl512 <-] groestl512 [wiki:platformsciphers_artila_m501_groestl512 ->] || [wiki:platformsimplementations_artila_m501_groestl512_opt32 opt32] || 1002713 || 137655 || 17315 || 2174 || 835 || 711 || 637 || 562 || 3.1 || 49348 || 804 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_14 Run 14]
